txid,ordertxid,pair,aclass,time,type,ordertype,price,cost,fee,vol,margin,misc,ledgers,posttxid,costusd,strategy,note
TIAKKE-IYRVK-5IK7QD,OJXLPK-JN6BO-UCXVPX,SOL/USD,forex,40:18.8,buy,market,192.46,25.0117,0.05503,0.12995789,0,initiated,"LIWZCK-6LRQF-3UCH2W,LSHAYK-SMA3N-SD5U5V",TKH2SE-M7IF5-CFI7LT,25.0117,,
TE6EGB-GV5W2-6BCAND,OABRMW-36QNQ-J7MCIM,AVAX/USD,forex,41:31.6,sell,market,19.23,24.98701,0.05497,1.2993763,0,initiated,"LXLVBP-UJ6W7-BVE6OI,LOK7AH-5VKND-WXP33D",TKH2SE-M7IF5-CFI7LT,24.98701,,
TMT36R-WDC47-PLFNNF,OLIBEH-EOFHT-VQRTKZ,LINK/USD,forex,42:05.6,buy,market,17.43695,25.029426,0.055065,1.43542456,0,initiated,"LTNQO7-NUN5N-POFH5B,LASZZB-3R3TK-UZRC75",TKH2SE-M7IF5-CFI7LT,25.029426,,
TMDPK4-KRN6K-OSKERK,OOLUGD-LEEPF-BTP4ZX,AVAX/USD,forex,42:52.1,sell,market,19.23,25,0.055,1.300052,0,initiated,"LLZUB3-2ABNO-E5ZWDS,LSXYUZ-K2KOK-477NV6",TKH2SE-M7IF5-CFI7LT,25,,
TZDF3Y-Y5KD5-AF3FXC,O6OLJ5-LDUBE-ABIPJU,LINK/USD,forex,43:24.5,buy,market,17.43899,25.002911,0.055006,1.43373616,0,initiated,"LXB6VC-KUKTC-ZSZBRE,LPVQXC-XPKNT-NVTIBX",TKH2SE-M7IF5-CFI7LT,25.002911,,
TCMUND-3NQEI-PDWZDD,OSHOFN-USIW4-6IBXOW,LINK/USD,forex,35:46.3,sell,market,17.328705,25.000354,0.055001,1.44271332,0,initiated,"LHMQ2X-OIGVC-U7N7MF,L6GFJI-CYR6D-DAXOAT",TKH2SE-M7IF5-CFI7LT,25.000354,,
TPHUUH-DSTNS-ZDTDC2,OD3GIF-24OIM-NSI2I4,LINK/USD,forex,36:45.9,sell,market,17.330245,24.994859,0.054989,1.44226803,0,initiated,"LX5THC-6NB3E-FDOZHN,LPD77T-B3SY2-LY25Z4",TKH2SE-M7IF5-CFI7LT,24.994859,,
T7II7F-TLYIO-LTED7S,OIKD4W-6MJRO-ZCH4D3,LINK/USD,forex,42:11.1,sell,market,17.329046,25.00451,0.05501,1.44292482,0,initiated,"L66QID-VKI4C-ILPPEF,LNI7VW-GKEDV-42UDTA",TKH2SE-M7IF5-CFI7LT,25.00451,,
T4AF2V-2536H-F6ZAF6,OP7FOJ-IY7M5-45VE3Q,LINK/USD,forex,43:03.5,sell,market,17.3501,24.995952,0.054991,1.44068055,0,initiated,"LPR5N2-WE24X-S65OJF,LDDTAQ-GTXNL-BSAE5P",TKH2SE-M7IF5-CFI7LT,24.995952,,
TLYVXU-7XZWN-B6ACB7,OO5LIH-2SF5H-65RCZU,BCH/USD,forex,43:32.7,buy,market,482.815029,24.995083,0.054989,0.05176948,0,initiated,"LOZII4-B53DJ-DOFRLU,LLWVAD-C2XY5-SRHOIN",TKH2SE-M7IF5-CFI7LT,24.995083,,
TYWW55-DP6GC-UX5GZC,OT2EQU-ALZM7-NZK57K,LINK/USD,forex,44:18.5,sell,market,17.338086,24.97824,0.054952,1.44065731,0,initiated,"LABL7F-D7VR7-V76K5W,LHY4WL-SO53I-NVF6X6",TKH2SE-M7IF5-CFI7LT,24.97824,,
TCL7KO-AQML5-PZTPLR,O5LLZG-SYLUP-QKAFI2,LINK/USD,forex,45:33.1,sell,market,17.328766,24.98657,0.054971,1.44191283,0,initiated,"LKMMG6-KLAB2-2OX7DI,LLYQN3-HDHV7-E4ZTFK",TKH2SE-M7IF5-CFI7LT,24.98657,,
TBQWN3-L7S76-WHAX5H,OBUQZ6-MVRCZ-CFAVZ2,LINK/USD,forex,48:02.4,sell,market,17.33313,25.002669,0.055006,1.44247857,0,initiated,"LR3V4N-54R5A-I6QPU5,L25S5Y-BJWGR-RWRP4P",TKH2SE-M7IF5-CFI7LT,25.002669,,
T74KOV-7Q7VY-AOKX4I,O3WKYJ-2MZYF-23RRWD,LINK/USD,forex,49:18.2,sell,market,17.321526,24.986117,0.05497,1.44248939,0,initiated,"LOWJSD-2XYV4-BTKLX2,LZP4EW-BRSAE-Y5524X",TKH2SE-M7IF5-CFI7LT,24.986117,,
TWEIUP-ABIYI-2IP632,OQ6CJS-QLHPE-Y7ICML,LINK/USD,forex,49:34.8,sell,market,17.32155,25.000043,0.055,1.44329135,0,initiated,"LEH2HK-72MF3-62YOTV,LFANXE-FSGEW-MLV5GN",TKH2SE-M7IF5-CFI7LT,25.000043,,
TDBVL2-CTH75-7N6I2X,OJJYAT-RTOJY-ULRTYP,BCH/USD,forex,50:30.6,buy,market,482.120878,25.0099,0.055022,0.05187475,0,initiated,"LQYO3P-SOLQV-R7VF2D,LUVCKW-PTYH5-JRKYES",TKH2SE-M7IF5-CFI7LT,25.0099,,
TSU5PU-FTS22-2Y5EQ4,OOSN4D-4U7UE-RT62MC,LINK/USD,forex,50:55.1,sell,market,17.29961,25.001344,0.055003,1.44519697,0,initiated,"L7EMAU-OPQQQ-PH3SD4,LDL7H2-RFRRJ-X5FECA",TKH2SE-M7IF5-CFI7LT,25.001344,,
TN6R3S-W2EON-OPMX6E,O4H635-46QV4-YFB4XK,LINK/USD,forex,51:10.6,sell,market,17.305266,25.008173,0.055018,1.44511928,0,initiated,"LM6FDS-SJROZ-7QTN5O,LZYK6R-P7LZG-LSK5ON",TKH2SE-M7IF5-CFI7LT,25.008173,,
TT63CE-T6ZJE-6LO35J,ORRDM4-CELDZ-ZOFW3G,BCH/USD,forex,51:49.6,buy,market,482.077505,25.00402,0.055009,0.05186722,0,initiated,"L2IA6M-K5RID-E6CU53,L2IWI2-TBSOR-VIIOFY",TKH2SE-M7IF5-CFI7LT,25.00402,,
TUN3HK-PTYSI-E3P24V,OZNUHM-AX7CW-B5BK63,BCH/USD,forex,56:53.7,buy,market,482.73,25.030072,0.055066,0.05185108,0,initiated,"L6ZXEP-3FMBU-CAIP3A,LUJPM7-TJAV6-SOWZJQ",TKH2SE-M7IF5-CFI7LT,25.030072,,
TJGHL5-WJGX6-4L5M5K,ODK4VL-YUQSV-36RVH4,BCH/USD,forex,59:32.6,buy,market,482.34999,24.984977,0.054967,0.05179844,0,initiated,"L5EJJK-J3FNE-IFUT2P,L5GKNW-DYDI3-EDKV4V",TKH2SE-M7IF5-CFI7LT,24.984977,,
TCLKWW-67PBE-BHOGA4,OUE3M4-FMLQ3-7KVQO4,BCH/USD,forex,00:41.6,buy,market,482.350002,24.999998,0.055,0.05182958,0,initiated,"LNZBGV-UTPDH-T46CWT,LDFJ3W-IJRNV-HSF3VT",TKH2SE-M7IF5-CFI7LT,24.999998,,
TBXOTV-DYB54-D5LY2R,OVWCDB-TGRG5-R6SPET,BCH/USD,forex,00:51.6,buy,market,482.259995,24.995333,0.05499,0.05182958,0,initiated,"LI7ZMP-PU5NX-OOX7DQ,L3ZY66-GSFBA-C4S3OM",TKH2SE-M7IF5-CFI7LT,24.995333,,
T76XAO-M63HL-Y4IKO2,ORBUEI-AUMKZ-TRV3CZ,BCH/USD,forex,02:02.6,buy,market,481.93022,24.982906,0.054962,0.05183926,0,initiated,"LIGLNR-VE6YD-WZB2UQ,LSGH65-5BKAP-IKB5BJ",TKH2SE-M7IF5-CFI7LT,24.982906,,
TGX6IX-BFR5T-LLG4XN,O34NAW-IORH4-4EGTZM,BCH/USD,forex,02:10.6,buy,market,481.782874,24.988218,0.054974,0.05186614,0,initiated,"LIQE62-SWKMH-PFNW76,LTLB77-CE7MC-NEAXSS",TKH2SE-M7IF5-CFI7LT,24.988218,,
TJ5VFT-VVJXJ-OQYD55,OOXL6P-LQ4B2-RXP4SK,BCH/USD,forex,03:18.3,buy,market,481.242777,24.969012,0.054932,0.05188444,0,initiated,"LZQWTG-Z7GRE-IN5VSC,LU4N3G-OCN7C-GRZ7H7",TKH2SE-M7IF5-CFI7LT,24.969012,,
TTWXOK-CKHBD-EA44I3,OZ7W34-32AKA-WJ6YYB,BCH/USD,forex,04:34.3,buy,market,481.238929,24.990598,0.05498,0.05192971,0,initiated,"LHD5NA-DUBWX-XIDXZ5,LWXELD-DDU5A-GP2DFH",TKH2SE-M7IF5-CFI7LT,24.990598,,
TO6WLY-E2I4X-ZWGCLL,ODRK3Y-HN6ND-CIJ2GL,SOL/USD,forex,09:47.4,sell,market,191.44,25,0.055,0.13058922,0,initiated,"L7OIFB-U4ER6-JJMVHJ,L2ZZHE-DLKJ4-XZP57D",TKH2SE-M7IF5-CFI7LT,25,,
TN6R5A-Q3VOM-WC46MW,ORRW3G-2CJYU-U45VMJ,AVAX/USD,forex,09:48.3,buy,market,19.22,25.01301,0.05503,1.30140552,0,initiated,"LIVV5R-XQQFA-IYLHEP,LAD2TZ-TQQAW-N2RNYO",TKH2SE-M7IF5-CFI7LT,25.01301,,
TOZMS5-26WCE-ZFMIPK,OBML6X-KSBOM-JADRVR,SOL/USD,forex,13:43.8,sell,market,191.63,25.00652,0.05501,0.13049379,0,initiated,"LVEB6M-DDWHS-SNGOKD,LYF4LL-7JM3E-WJHXOG",TKH2SE-M7IF5-CFI7LT,25.00652,,
TX4LRR-Q6K54-K5TQ76,O52NUL-MEHDK-VPIINV,BCH/USD,forex,14:56.3,buy,market,483.2,25.062763,0.055138,0.0518683,0,initiated,"LC674Q-PQ2V6-WX4UJY,LPIKEN-5QLOG-A4F6RB",TKH2SE-M7IF5-CFI7LT,25.062763,,
TTC4QY-JY2NZ-P2EV7O,OHDOL2-PX5HF-JY2LJJ,SOL/USD,forex,15:04.7,sell,market,191.72,25,0.055,0.1303985,0,initiated,"LISSLT-W2QDT-A5HHSI,LIEMTO-WVF46-532VU3",TKH2SE-M7IF5-CFI7LT,25,,
T7AWSD-HIJX2-HCK4GL,O74VI2-G3KXR-SLAZ4E,BCH/USD,forex,15:14.4,buy,market,483.36,25.008278,0.055018,0.05173841,0,initiated,"LC2X63-A5SBE-GRVW3Q,LZUTAC-4RQW7-L3BEGX",TKH2SE-M7IF5-CFI7LT,25.008278,,
TUPFE3-IN7D6-BZ2WN6,OM73NB-SR4O4-JUAIJI,SOL/USD,forex,16:19.1,sell,market,191.64007,24.9974,0.055,0.13043932,0,initiated,"L4XSSJ-LY44K-UMNYNG,LAE6S3-42QJL-RNBDON",TKH2SE-M7IF5-CFI7LT,24.9974,,
THOAHV-OLLAJ-HEUIBZ,OCC47P-ME5M3-FWO7OY,BCH/USD,forex,16:37.4,buy,market,483.25,24.994309,0.054987,0.05172128,0,initiated,"LQ37MJ-IASZC-M2OU7O,LSDJHC-MNGT5-VAOAVG",TKH2SE-M7IF5-CFI7LT,24.994309,,
TNFK4D-JJFCH-DNEORA,OLRGNW-BPJPM-FRGDLF,SOL/USD,forex,17:42.5,sell,market,191.72,24.99348,0.05499,0.1303645,0,initiated,"LTBYNU-DRBXP-IOS4HT,LMBGYC-WK4DS-5JYL3F",TKH2SE-M7IF5-CFI7LT,24.99348,,
T64PWZ-FCXNN-WTBIR3,O6J3A4-NRFDD-2HH5BY,AVAX/USD,forex,17:52.2,buy,market,19.27,25.01298,0.05503,1.298027,0,initiated,"LZDTIN-ZKMTR-O6RAXW,LQ3VI6-57L3H-2767XB",TKH2SE-M7IF5-CFI7LT,25.01298,,
TC2M2S-HOQHE-5355EB,OXUS7A-QIZT3-Z4UX4Q,SOL/USD,forex,19:04.2,sell,market,191.53,24.99608,0.05499,0.13050741,0,initiated,"L7MWQV-6CKO6-TX6JLR,LYSKKZ-NB2YH-I6NL3S",TKH2SE-M7IF5-CFI7LT,24.99608,,
TB7XYY-GJ3BX-I4OUB5,OATW4J-LPYUT-FBFTL7,AVAX/USD,forex,19:21.8,buy,market,19.28,25.01297,0.05503,1.2973534,0,initiated,"LDSBYQ-L6MCO-CQ4PS3,LV57V7-F3RWV-WZFNPT",TKH2SE-M7IF5-CFI7LT,25.01297,,
TYZIJM-4MPF2-Q22GGZ,OBVMMZ-SZCKW-QC66RM,SOL/USD,forex,20:27.7,sell,market,191.64997,25.0013,0.05501,0.13045293,0,initiated,"LZWWZZ-R6RHG-ETP76E,LVFCRC-VXLTQ-6YIKP5",TKH2SE-M7IF5-CFI7LT,25.0013,,
TV6YQ3-ERVIX-4LGGYD,OFE3FQ-AAND6-CLIYOQ,BCH/USD,forex,20:44.6,buy,market,483.7,25.023281,0.055051,0.05173306,0,initiated,"LSLG72-YK5ZC-HB3U4L,LNJL3C-VKNEO-Y6DRAM",TKH2SE-M7IF5-CFI7LT,25.023281,,
TQBZNA-3QXCE-L7R4Q3,OOMJTI-DW3HE-QZISIB,SOL/USD,forex,21:47.3,sell,market,191.92994,24.99869,0.055,0.13024904,0,initiated,"LEZA4M-QOXBY-XBHJ4Y,LQHOWM-N75P7-WEZVMI",TKH2SE-M7IF5-CFI7LT,24.99869,,
TCICVW-UHIYS-TGMPH6,OKXGMD-XJDPM-QTXN4U,BCH/USD,forex,22:03.8,buy,market,484.21,24.985037,0.054967,0.05159959,0,initiated,"L6ET7E-V7HDJ-FE3EK7,LMQ3MM-ERDRN-AC455S",TKH2SE-M7IF5-CFI7LT,24.985037,,
TMN7ZO-SJCBC-MWJGR2,ORZ6J7-LQFRY-UNV2BF,SOL/USD,forex,23:08.3,sell,market,191.98,25.01172,0.05503,0.13028297,0,initiated,"LMXTF6-4SDUC-CG6YZ6,LDBTTH-JHE73-ZDFZPJ",TKH2SE-M7IF5-CFI7LT,25.01172,,
TVFBZO-NKOU2-X3VQ4T,OP6ZRS-WNDWK-2E6RAX,AVAX/USD,forex,23:26.7,buy,market,19.32,25.02591,0.05506,1.29533679,0,initiated,"LUGT3I-M36LR-DVM5LN,LQVS4X-3GWNT-W6XZS5",TKH2SE-M7IF5-CFI7LT,25.02591,,
TKMS5O-IY5EH-HBHNV3,OOK2UQ-Z3TC2-XF7JSV,SOL/USD,forex,24:31.3,sell,market,192.44,25,0.055,0.12991062,0,initiated,"LPDZJ3-GCAEV-LKNNH4,LXYYT5-O2DXY-4ZSMWW",TKH2SE-M7IF5-CFI7LT,25,,
TYYZN2-AUWRY-IK2ID6,O25GDB-BM6OA-LAL4K7,BCH/USD,forex,24:41.3,buy,market,484.835801,25.03231,0.055071,0.05163049,0,initiated,"LWHLNR-RTBJH-4ACRZU,L76HHV-2GYWN-W7JW7A",TKH2SE-M7IF5-CFI7LT,25.03231,,
TXTLC3-4ZUC6-FFKG2D,OBCO4Q-HK6GL-ZJCLB3,SOL/USD,forex,25:54.3,sell,market,192.6,25,0.055,0.1298027,0,initiated,"LV36PD-CORRL-53WQKQ,L6JLGF-3IRIV-I5L3VV",TKH2SE-M7IF5-CFI7LT,25,,
TQFLPP-3GG7G-37GZFB,OSPW73-2TXBB-SDDDQH,AVAX/USD,forex,26:03.6,buy,market,19.37,25,0.055,1.29065565,0,initiated,"L2SKV6-ZRRSO-NSQQRZ,LKVNDU-I5Q7D-5BWR4W",TKH2SE-M7IF5-CFI7LT,25,,
TERAAI-Q26Z2-FSHSIX,OZD3PA-XI4NK-32SS7N,SOL/USD,forex,27:16.7,sell,market,192.95,25,0.055,0.12956725,0,initiated,"LDCBXP-6AIG4-CV6UDH,LQ3ZU4-XR2IY-SXZWU2",TKH2SE-M7IF5-CFI7LT,25,,
TS7F2R-RIYSN-56MTUK,OBI5ES-KGC34-UO4FWU,AVAX/USD,forex,27:32.5,buy,market,19.42,25,0.055,1.28733265,0,initiated,"LR3ZJD-UH6O4-BQUR44,LG6XPU-MIUEO-7DVOKS",TKH2SE-M7IF5-CFI7LT,25,,
T5VKSK-DR3LD-MJDPHZ,OOL3CC-IWCMM-S4HFJP,SOL/USD,forex,28:36.9,sell,market,192.98,25.00389,0.05501,0.12956725,0,initiated,"LNTTFC-XPJEF-WGXLM7,LOZUNJ-TQSW2-BQRFEX",TKH2SE-M7IF5-CFI7LT,25.00389,,
TXTGUH-JYA6V-5GQPSC,OQUGKM-SPGI7-GCNCC4,AVAX/USD,forex,29:11.3,buy,market,19.44,25,0.055,1.28600823,0,initiated,"LBLR5M-FETLU-JSD2ME,L3OPLF-5VGEI-JQHFP5",TKH2SE-M7IF5-CFI7LT,25,,
TNZCV2-34744-GS44R5,O646FY-CGLDV-RCUZU3,SOL/USD,forex,29:57.2,sell,market,192.79,25.0013,0.055,0.1296815,0,initiated,"L4CJLF-ALUXH-Z2YHVX,LS6LQX-MJD63-Q5VO5Q",TKH2SE-M7IF5-CFI7LT,25.0013,,
TEHPAW-NVONF-BLS537,OY7XZV-MBMBJ-WT2DSU,AVAX/USD,forex,30:06.8,buy,market,19.45,25.01286,0.05503,1.28600823,0,initiated,"L46OWW-W7HPQ-4NA6EW,LEYZUU-EHY3S-YBVPCI",TKH2SE-M7IF5-CFI7LT,25.01286,,
TFZORP-F2K5Y-KAD3UK,O7XSAB-EQYJP-GJEZN3,SOL/USD,forex,31:16.2,sell,market,192.82,24.9987,0.055,0.12964788,0,initiated,"LKNGYY-NUID2-MCHG7W,LAK74F-RGE6E-7RLN6R",TKH2SE-M7IF5-CFI7LT,24.9987,,
TFPGAE-6SXQS-HOIJSQ,O6FFFX-WLQVH-HRMC7I,BCH/USD,forex,31:25.3,buy,market,485.15,25.009279,0.05502,0.05154958,0,initiated,"LKV2R3-U6DFD-3DH7AR,L2DMPM-7E62J-XBYC3P",TKH2SE-M7IF5-CFI7LT,25.009279,,
TYJTPP-33I7I-IVLXMK,OQS7TW-UEDY5-RUYO4A,AVAX/USD,forex,47:41.3,sell,market,19.64,25,0.055,1.27291242,0,initiated,"LIND6B-UKSFX-QZY5E7,L6WXXH-GKNXM-HPWNLM",TKH2SE-M7IF5-CFI7LT,25,,
TYMXSZ-WC74J-5KCYAK,OMWS7N-5GOSH-WT3ZRD,BCH/USD,forex,47:57.3,buy,market,492.52,25.007107,0.055016,0.05077379,0,initiated,"L4PQFR-R4INC-6MI7OR,LUDNPX-ORNY6-OFCXTR",TKH2SE-M7IF5-CFI7LT,25.007107,,
TWPBVL-CMCDH-CSWAYH,OKVVMI-ORX6M-G5EZP6,AVAX/USD,forex,48:59.1,sell,market,19.63,24.98727,0.05497,1.27291242,0,initiated,"LVVJAA-JYTUZ-P4LKZY,LGKC6N-KVIIB-FMRJXN",TKH2SE-M7IF5-CFI7LT,24.98727,,
T5RHC2-FBDGZ-DQMB37,OQKDSF-UNLPU-AQXPOE,LINK/USD,forex,49:07.4,buy,market,17.75567,24.990162,0.054978,1.40744686,0,initiated,"LNQHNK-OXTAN-JYFB36,LYNBP6-GALBC-XTCDUI",TKH2SE-M7IF5-CFI7LT,24.990162,,
TGOCRN-DNVC4-24NDR3,ORPSYF-QKKFD-E6WLH7,AVAX/USD,forex,50:17.2,sell,market,19.61,24.97453,0.05494,1.27356088,0,initiated,"L4JV36-7K4Z6-2A2IMH,LIFWDQ-3AUD3-WU4ZNR",TKH2SE-M7IF5-CFI7LT,24.97453,,
T7OE2B-GXFRY-G6447B,OQPJHQ-LP2BP-PSH523,LINK/USD,forex,50:25.6,buy,market,17.74466,25.002959,0.055007,1.40904131,0,initiated,"LNTPWQ-EHLEK-K2UI6Z,LH6VSA-ZRUBA-PDVL3K",TKH2SE-M7IF5-CFI7LT,25.002959,,
TU2ROF-ETUSZ-RC5IQG,OSBLFJ-SZ2RO-5XN575,AVAX/USD,forex,51:40.4,sell,market,19.62,25.01275,0.05503,1.27485977,0,initiated,"LCBJL5-C5EAD-FGFWKV,LPTZI3-7CYGO-RW5ZXT",TKH2SE-M7IF5-CFI7LT,25.01275,,
TMU2UH-QCDJM-UQU7XQ,O66X74-D6HY7-MWNKRN,LINK/USD,forex,51:50.3,buy,market,17.745,25.000014,0.055,1.40884836,0,initiated,"LCBGLL-6CFBB-D6B3SU,LRZFHG-D3MYT-BD73MR",TKH2SE-M7IF5-CFI7LT,25.000014,,
TZGEZC-LNGAS-GMKHKV,OG5RPF-VBI4O-XAEL2S,AVAX/USD,forex,52:26.2,sell,market,19.61,24.98726,0.05497,1.27420999,0,initiated,"LR7NXM-ZFE57-IXN55O,L3KWFS-BZBHJ-BA6WFW",TKH2SE-M7IF5-CFI7LT,24.98726,,
THFVPD-ZWJH5-NWV5JB,OFSV7A-BFINL-UBKTFD,AVAX/USD,forex,53:05.5,sell,market,19.61,24.98726,0.05497,1.27420999,0,initiated,"LQVIQL-IIYLV-HG7R5L,LYOIKC-7P3FY-B72PHR",TKH2SE-M7IF5-CFI7LT,24.98726,,
TUGJ5E-GAAYR-ZKGAC7,OF2LTK-ZEU4K-2HKCPH,AVAX/USD,forex,53:47.8,sell,market,19.6,24.98725,0.05497,1.27485977,0,initiated,"L5MT6W-66D5F-6B5TQG,LTX3IJ-M3AUU-R6VLT5",TKH2SE-M7IF5-CFI7LT,24.98725,,
T4IOFV-3OJSB-NIMEXC,OKKVLA-KH6ST-FOYJMB,LINK/USD,forex,54:34.4,buy,market,17.72744,24.989019,0.054976,1.40962367,0,initiated,"LK3DXZ-Q3ARI-MXM36K,LVWSQX-XLYLY-3QAA6Y",TKH2SE-M7IF5-CFI7LT,24.989019,,
T7ETHA-O4M4I-CIVLO5,OPHFMQ-MRJIT-EI32M4,LINK/USD,forex,55:51.6,buy,market,17.74094,24.994548,0.054988,1.40886265,0,initiated,"LTTMOI-SO7XI-UBTPXI,LZKQ6D-OUQHR-LWHYF3",TKH2SE-M7IF5-CFI7LT,24.994548,,
TSHD27-UAYK7-WN7TH5,OF64CY-DZY4C-XKVFDR,AVAX/USD,forex,56:00.6,sell,market,19.61,25,0.055,1.27485977,0,initiated,"LNXSIH-IFIAV-MPMBEY,LUCW2C-4HGSN-TNW46D",TKH2SE-M7IF5-CFI7LT,25,,
TYR7W3-ZPBVU-SCTVIS,OYCPMA-2AQ77-AB7YQL,LINK/USD,forex,58:27.2,buy,market,17.73654,24.994631,0.054988,1.40921684,0,initiated,"LKK4PM-XKYQB-KFHEFZ,LNEPZ4-3I5WW-TBLGFC",TKH2SE-M7IF5-CFI7LT,24.994631,,
TJ3FGT-E6HO5-PFBL3X,OQNEUJ-CJDPB-LFSVKY,BCH/USD,forex,58:59.3,buy,market,493.22,25.035532,0.055078,0.05075936,0,initiated,"LEHQ2A-AIDDO-UVYIDU,LAXYUT-DGLKO-RVWCPH",TKH2SE-M7IF5-CFI7LT,25.035532,,
T3LT33-MMBGP-RFT5QX,OWYUQ2-2UX53-4UAFHM,LINK/USD,forex,00:51.6,sell,market,17.63438,24.997406,0.054994,1.41753812,0,initiated,"LWTVS3-SK4LT-QADHVE,LZNYGU-U35XD-4A4CMM",TKH2SE-M7IF5-CFI7LT,24.997406,,
TAXTWB-SZ6TB-K2AQEK,OLJG55-66SXT-SUCO7Y,LINK/USD,forex,02:01.3,sell,market,17.63053,24.992671,0.054984,1.41757912,0,initiated,"LOE5DP-ISCCN-OJ4ENK,LMIZAY-5OGSM-DYVZKX",TKH2SE-M7IF5-CFI7LT,24.992671,,
TT6AHD-IRMJN-OWZXW4,OGXW4L-WWBGE-TYFCHE,LINK/USD,forex,03:38.5,sell,market,17.61031,24.97334,0.054941,1.41810903,0,initiated,"L7LSYF-T3XS3-SMDJ7L,LBYJ6C-RIB6R-IND5TS",TKH2SE-M7IF5-CFI7LT,24.97334,,
TV3MRR-Z3OID-BS5PSY,OBKQAU-QQDM3-OPH2MD,LINK/USD,forex,03:47.1,sell,market,17.608185,24.996984,0.054994,1.41962294,0,initiated,"LR53VK-GZMVC-ZTL7KM,LHEJ7M-RK6DQ-Z3C43E",TKH2SE-M7IF5-CFI7LT,24.996984,,
TIYFCB-MUITP-LBPJG2,OSQDXQ-5TSGZ-7WDFOU,LINK/USD,forex,04:31.7,sell,market,17.633366,25.023253,0.055051,1.41908545,0,initiated,"LNSJ34-GDZRQ-UH3HTS,LCIWYF-JUVFL-65AULI",TKH2SE-M7IF5-CFI7LT,25.023253,,
TQ2LXF-QNGHZ-6ITBUS,O6324L-63ZXG-ZWOCIV,LINK/USD,forex,05:44.8,sell,market,17.6233,24.985638,0.054968,1.4177616,0,initiated,"L7UTZJ-CS42Z-BMZ3MZ,LASFUO-DXA6D-D3FSKZ",TKH2SE-M7IF5-CFI7LT,24.985638,,
TGTEEQ-ZXEGN-ZJ6YX5,OZO6CB-CI4RP-5WFQAW,BCH/USD,forex,10:59.0,sell,market,490.696761,24.995249,0.054989,0.05093828,0,initiated,"LP5JL5-SAZGN-NB2FJU,LSY2QE-NH2PY-UGB6Q3",TKH2SE-M7IF5-CFI7LT,24.995249,,
T57JGZ-SQHWL-IBXAMU,O67LQY-Y6ENG-LGJPF3,BCH/USD,forex,12:18.6,sell,market,491.42,25.03719,0.055082,0.05094866,0,initiated,"LNRMFL-PP2DJ-MSBD4W,LOSIHB-PORCW-PROOZX",TKH2SE-M7IF5-CFI7LT,25.03719,,
TTF2GC-2TPRT-SATD47,OVCRTX-Z2MS7-USDHPH,BCH/USD,forex,13:35.8,sell,market,491.469995,25.002037,0.055005,0.05087195,0,initiated,"LDL7R6-UNVPA-652XIM,LAEJUV-UBKGF-W7WU7L",TKH2SE-M7IF5-CFI7LT,25.002037,,
TXNM4B-VEPKP-E4G2DO,OZANFZ-UWKEP-LRKE2X,BCH/USD,forex,14:54.0,sell,market,491.644439,25.008871,0.05502,0.0508678,0,initiated,"LJ37PK-Q3AUP-SZXSAA,LYKFMV-DT7EG-KAP4RB",TKH2SE-M7IF5-CFI7LT,25.008871,,
TV4SKN-M3N7O-I3I22I,OBTWAV-DG3BG-NZQVTC,BCH/USD,forex,16:09.8,sell,market,491.664461,25.001246,0.055003,0.05085022,0,initiated,"LRPWJG-YHETF-SFJAFL,LJT4N5-UMOS7-OJJ536",TKH2SE-M7IF5-CFI7LT,25.001246,,
TD3CEQ-SER4C-DF7ZRA,OEXVSO-K2BX5-R5ICT3,BCH/USD,forex,17:27.2,sell,market,492.154464,25.025144,0.055055,0.05084815,0,initiated,"LVCHSU-HY4GW-4TIPUG,LCHAYE-RKCB6-GJDHXF",TKH2SE-M7IF5-CFI7LT,25.025144,,
TG7IDR-LG5I2-XSCKJA,OACXZ3-3DB6P-WTEOCO,BCH/USD,forex,18:51.9,sell,market,492.560011,25.020827,0.055046,0.05079752,0,initiated,"LPNZAN-XOHFQ-V2QNI2,LRN4YJ-TBNDO-MBRTLX",TKH2SE-M7IF5-CFI7LT,25.020827,,
TUPC3X-UOVRO-ZPE6MD,OLFOPQ-NXIQE-TYD5HB,BCH/USD,forex,20:14.5,sell,market,492.064465,24.97485,0.054945,0.05075524,0,initiated,"L2HHCC-QVX5J-NJKKRB,LW2VDU-56262-RIC5PD",TKH2SE-M7IF5-CFI7LT,24.97485,,
TOABG7-JH37S-63MBRK,OOWIMN-YQ7TQ-6DSQDD,BCH/USD,forex,21:36.2,sell,market,491.96,24.994918,0.054989,0.05080681,0,initiated,"L77NZ5-VUFSB-K3NOTZ,LWTQHM-MBBA4-HDGXPC",TKH2SE-M7IF5-CFI7LT,24.994918,,
TTGZMD-TNKN6-U2GCQS,OGNW4P-5UYY3-4IUJZ5,BCH/USD,forex,22:57.8,sell,market,492.024443,25.003275,0.055007,0.05081714,0,initiated,"LT6KYV-SSNUA-KBN72Q,LQ5P7M-HPMKW-GZSKSF",TKH2SE-M7IF5-CFI7LT,25.003275,,
TA4SSI-JLRQT-PPAES7,O5G7UX-T3CRQ-FRQGUH,BCH/USD,forex,24:18.3,sell,market,491.864449,24.992095,0.054983,0.05081094,0,initiated,"LPGC3I-LA5M4-R5IQSY,LR5TNN-CSEQ2-XNMMGX",TKH2SE-M7IF5-CFI7LT,24.992095,,
