txid,ordertxid,pair,aclass,time,type,ordertype,price,cost,fee,vol,margin,misc,ledgers,posttxid,costusd,strategy,note
TU2LPG-TECAC-I3MF6G,OMYMRW-QJDZN-VR4PAJ,ADA/USD,forex,33:47.6,sell,market,0.545751,298.93981,1.19576,547.7586123,0,initiated,"LCJBO7-LNVUO-KYIUSG,LJBBAF-HBC4K-LXLNOT",TKH2SE-M7IF5-CFI7LT,298.93981,,
TSYHIL-B4LJ3-3C3XMO,OMFUSK-ZXWT4-YQPXOB,SOL/USD,forex,34:22.4,sell,market,182.33,672.63356,2.69053,3.68909975,0,initiated,"LNFF35-3DY55-PVCFDG,LATGGI-6XUPB-27CPGR",TKH2SE-M7IF5-CFI7LT,672.63356,,
TVFHRM-T6Z5S-MWCC66,OZ7QX2-WMHOL-DFQELN,DOGE/USD,forex,35:26.4,sell,market,0.1705451,186.9943966,0.747977586,1096.4513,0,initiated,"LUSXNC-FGMRP-LGRKL3,LOG37O-HAE7K-OO6OFR",TKH2SE-M7IF5-CFI7LT,186.9943966,,
TCJML5-QFRAM-AV3NCZ,ODB6NC-4TDCQ-ADRAI2,SOL/USD,forex,11:05.6,buy,market,194.87,24.99872,0.09999,0.12828407,0,initiated,"LUU6FY-3DRUW-FS7ZZH,LPLYMM-QPA2L-NEZI24",TKH2SE-M7IF5-CFI7LT,24.99872,,
TZAKAF-5UTZ2-GEIDLF,OXYFGW-IA3GT-HEAOYQ,BTC/USD,forex,13:51.2,buy,market,114358.5,24.99991,0.1,0.00021861,0,initiated,"LYCDLP-SFEFM-O6KFWI,L6FJYP-OXR3Q-CYNLQY",TKH2SE-M7IF5-CFI7LT,24.99991,,
TYDGL5-AHPIQ-GYMHKG,OJ4HTJ-MBDZI-LI5UOE,ETH/USD,forex,13:52.0,buy,market,4131.38,25.00001,0.1,0.00605125,0,initiated,"LSENTF-N3FYZ-YWZM2Z,LGJ6SB-76SSM-I5TAXG",TKH2SE-M7IF5-CFI7LT,25.00001,,
T7BMVJ-QKFCD-KHILJP,OQGU22-SJG7E-VMQBFF,SOL/USD,forex,13:52.8,buy,market,195.14,25,0.1,0.12811315,0,initiated,"LJ22KO-JOPAJ-7RZVEK,LOYUU2-FH2FK-DDA6VC",TKH2SE-M7IF5-CFI7LT,25,,
TGGBNR-Y54GM-OTE6RO,OYI2JO-OU3KP-MBYPH7,BTC/USD,forex,04:25.9,buy,market,114694.7745,25.00002,0.1,0.00021797,0,initiated,"LWGX7Y-J3LFA-ACYYDE,LIKSS5-L6XU7-E4CR3A",TKH2SE-M7IF5-CFI7LT,25.00002,,
TPJDT3-E27IW-SVU56J,OPXF6E-MNNZ5-ZKDFJW,ETH/USD,forex,04:26.6,buy,market,4139.8,25,0.1,0.00603894,0,initiated,"LITMWH-MZA4N-BB32GA,LPBTPN-TUVEY-GF4W72",TKH2SE-M7IF5-CFI7LT,25,,
TDVJKE-QUJOA-JAI7CZ,OIO3SA-4RCPS-GZI3DR,SOL/USD,forex,04:27.3,buy,market,196.4153,25.00322,0.10001,0.12729772,0,initiated,"LNPBTI-A7ZPW-BEWR7G,LJWX4N-PKFEJ-WE3LN4",TKH2SE-M7IF5-CFI7LT,25.00322,,
TWG5DA-PMPHS-4EEXHF,OH7ZQ3-BQTW6-HDGK7I,DOGE/USD,forex,04:28.1,buy,market,0.210486292,25.02040894,0.100081636,118.8695412,0,initiated,"LKRPRW-N2TNU-Z7N2F2,LVP6GY-RRYNJ-JTQG7Y",TKH2SE-M7IF5-CFI7LT,25.02040894,,
TISJG5-Z6FRL-DIO2ZK,OIAANK-NPW7Q-EHRMOS,XRP/USD,forex,04:28.8,buy,market,2.55436,25.00009786,0.10000039,9.78722571,0,initiated,"L2PBBO-6FHPW-RDN5J3,LZS2ZO-IRJJT-GI7GFL",TKH2SE-M7IF5-CFI7LT,25.00009786,,
TWU5P5-MMMJ3-LTS6RI,O434AJ-I44CJ-L37T5B,AVAX/USD,forex,04:29.4,buy,market,23.02,25.01086,0.10004,1.08648414,0,initiated,"LA7XP7-XKYJX-RMECTZ,LLR7WQ-43NUH-FSPB3P",TKH2SE-M7IF5-CFI7LT,25.01086,,
T4MNYU-GSZXN-IY2G4C,OEIJMS-NOMNH-D75HTX,LINK/USD,forex,04:30.3,buy,market,19.40318,25.01253,0.10005,1.28909436,0,initiated,"L4VW4S-SG7SY-NORYQZ,LL4R6I-B74IX-4QP73A",TKH2SE-M7IF5-CFI7LT,25.01253,,
TYWPFQ-VEOLL-R6RIHE,OXL54K-GDSS3-KMK7DS,BCH/USD,forex,04:31.0,buy,market,542.526013,25.03304,0.100132,0.04614164,0,initiated,"LZ4D2C-EWI4P-QMIMQ3,LKVCP6-74ZL6-7LCVEJ",TKH2SE-M7IF5-CFI7LT,25.03304,,
TW7M62-63DAO-WB7PSR,OIRUBZ-N5EKW-5UQGBD,LTC/USD,forex,04:31.8,buy,market,101.09,24.98517,0.09994,0.24715769,0,initiated,"LMSKGP-WBM4R-H2MYRS,LFOEEP-SSM64-2FM53I",TKH2SE-M7IF5-CFI7LT,24.98517,,
TMG5D3-3NXD5-GDSVJI,OW35EJ-W57WF-TBBRQC,BTC/USD,forex,04:40.5,buy,market,114721.8,25.00017,0.1,0.00021792,0,initiated,"LI4SCQ-N566B-KLRVJQ,LOGLVB-KYMBF-LAVKJI",TKH2SE-M7IF5-CFI7LT,25.00017,,
TT4XF6-QDZCO-D64DPY,OIGMAA-UC56K-5L7KL6,ETH/USD,forex,04:41.3,buy,market,4139.99,25.00007,0.1,0.00603868,0,initiated,"LT2IY3-FU3TK-BJ7PPW,LDEXF3-SLRPS-3IR474",TKH2SE-M7IF5-CFI7LT,25.00007,,
T7NPAS-ZRR76-J7QS35,O5IIR7-3SEJI-LE7EOC,SOL/USD,forex,04:42.1,buy,market,196.45,24.99491,0.09998,0.12723294,0,initiated,"LBQFQ5-DOXS5-4VMBAH,L75NOY-HYVPH-RIXJC7",TKH2SE-M7IF5-CFI7LT,24.99491,,
TQBIE7-ADESS-OJ43NX,OOSDYV-HIXTB-3IJB6B,DOGE/USD,forex,04:42.8,buy,market,0.2106616,24.98267378,0.099930695,118.5914936,0,initiated,"LWMMIP-B5LYH-6B2EQP,LQWU46-ENIOR-5KVRP6",TKH2SE-M7IF5-CFI7LT,24.98267378,,
TK7OL3-LYTXV-JSYKA6,OSTKYQ-UD6R7-5QW23J,XRP/USD,forex,04:43.7,buy,market,2.55436,25.00000001,0.1,9.7871874,0,initiated,"LCBPPY-NUON5-UHP23L,LGYUGC-WYOHV-6SO3PF",TKH2SE-M7IF5-CFI7LT,25.00000001,,
TYIZSV-7U4XC-SFXAQV,OXDL6P-PKHZ3-ZD4GFM,AVAX/USD,forex,04:44.5,buy,market,23.03,24.98915,0.09995,1.08506944,0,initiated,"L65FOH-6BGZI-7RDODQ,LXXY2K-EDVRB-BBH3JV",TKH2SE-M7IF5-CFI7LT,24.98915,,
TNGUHQ-P6BY3-BZ3YQV,OS5LMP-UTQVE-LGJNOI,LINK/USD,forex,04:45.3,buy,market,19.40364,25,0.1,1.28841805,0,initiated,"L6A2WY-OO4OB-I5B7LA,L2LZHF-MX6KE-LBOSZZ",TKH2SE-M7IF5-CFI7LT,25,,
TZCX5C-7QUSN-AA4LHN,OMAW2D-C3CCZ-7UO34F,BCH/USD,forex,04:46.2,buy,market,542.67,25.006451,0.100026,0.0460804,0,initiated,"LQBRVS-5AN4A-IEEJYD,LSRS2Y-NH62B-Z5C23P",TKH2SE-M7IF5-CFI7LT,25.006451,,
TZHM6J-BBW46-U5YZ2W,ONRL3I-DB4DO-QCB4HR,LTC/USD,forex,04:47.0,buy,market,101.08,24.99753,0.09999,0.24730438,0,initiated,"L7APKY-BOATN-XFZQS7,LZA7YX-ISHQM-UDMK23",TKH2SE-M7IF5-CFI7LT,24.99753,,
TCZON7-KQCIW-A4PKTE,OSHH2U-XG6AD-PFZX7F,BTC/USD,forex,04:55.4,buy,market,114721.8,25.00017,0.1,0.00021792,0,initiated,"LRXVZH-IXQ5H-VWJE5P,LZHLMT-YL6WD-UG4HJH",TKH2SE-M7IF5-CFI7LT,25.00017,,
TMFEWV-PD3YG-PFNVLE,OT55HN-74BPP-MHQV47,ETH/USD,forex,04:56.1,buy,market,4139.99,25.00007,0.1,0.00603868,0,initiated,"LZ4537-T7IF2-BPG7GB,LTVKVK-4EUEY-UL2G5A",TKH2SE-M7IF5-CFI7LT,25.00007,,
TH6JQZ-NSM6S-SQPZHJ,O7HWUB-GDIYH-CYBXPP,SOL/USD,forex,04:56.9,buy,market,196.43,24.99364,0.09997,0.12723941,0,initiated,"L2FC5J-IHJAE-ZDOTEN,LX2MJS-IMNKN-PB4QRK",TKH2SE-M7IF5-CFI7LT,24.99364,,
TKR7EP-XWIF2-E7HJIJ,OD6BU3-3PATZ-BN6HJY,DOGE/USD,forex,04:57.6,buy,market,0.2105642,24.98360246,0.09993441,118.6507605,0,initiated,"L4VUIS-7DSSE-K5NAI4,LFKHVF-OKK2A-LNQBTP",TKH2SE-M7IF5-CFI7LT,24.98360246,,
TWB2I3-FQMQL-YKB5T6,O2HAZD-CRE3W-7GDMRZ,XRP/USD,forex,04:58.3,buy,market,2.55436,25.00000001,0.1,9.7871874,0,initiated,"LKYTRE-6GNSY-FJPCBN,LT6M6X-SURMZ-NVL236",TKH2SE-M7IF5-CFI7LT,25.00000001,,
TW5L6T-IRXZ7-HBJBGS,O5M7PU-7C7DE-RGPFTU,AVAX/USD,forex,04:59.1,buy,market,23.04,25.02172,0.10008,1.08601216,0,initiated,"LR5P3D-KV4Y4-Q4DFUW,LDP7UA-G5HTB-U6J2TV",TKH2SE-M7IF5-CFI7LT,25.02172,,
T6GPKU-E7E4B-YMH4NV,O7HLLP-2IARI-LGEC7X,LINK/USD,forex,05:00.0,buy,market,19.40364,25,0.1,1.28841805,0,initiated,"L7AXWR-BOKZI-YJETLH,L5T5XM-NHDJ7-AOECDW",TKH2SE-M7IF5-CFI7LT,25,,
T67GAG-SYJOV-R2LLH2,ODJ3R5-XZJW5-PHNIOS,BCH/USD,forex,05:00.8,buy,market,542.681454,25.000526,0.100002,0.04606851,0,initiated,"LKCNSF-HEVC4-Z62YVI,LPQP32-WKJHC-5S463X",TKH2SE-M7IF5-CFI7LT,25.000526,,
TQP34X-QWWMI-HA4GZY,O45D2U-DGVLT-MSMHVY,LTC/USD,forex,05:01.5,buy,market,101.13,25.01237,0.10005,0.24732885,0,initiated,"L5F5KN-P4Y6H-TLDAAW,LDXY3M-37ZRF-3RSU7T",TKH2SE-M7IF5-CFI7LT,25.01237,,
T7IZKO-P26JH-PXCW4X,OZC65P-YZVRZ-CQNUFS,BTC/USD,forex,05:39.9,buy,market,114721.8,25.00017,0.1,0.00021792,0,initiated,"LWQ4NL-5BRYI-IPRY56,LLMV4M-P3L4K-VJJ4TV",TKH2SE-M7IF5-CFI7LT,25.00017,,
TDK77P-KWB43-TFUMJ7,O34Q7J-NR4D6-OLLJWX,ETH/USD,forex,05:40.7,buy,market,4141.73016,24.99033,0.09996,0.00603379,0,initiated,"LIAIGY-64PPB-GMBEQO,L75XXH-IUORC-NPSOFI",TKH2SE-M7IF5-CFI7LT,24.99033,,
T6O2CH-KVZEE-ZOSW5H,OVMVZH-QTNGQ-HOZBDC,SOL/USD,forex,05:41.5,buy,market,196.62,25,0.1,0.12714881,0,initiated,"L7C7V6-N2PIE-2MBYSV,LFOCYL-BM2BK-L4S5U2",TKH2SE-M7IF5-CFI7LT,25,,
TOWR7Y-XSGEF-QIXO2A,OOCHUO-NPYGE-7FYEAD,DOGE/USD,forex,05:42.3,buy,market,0.2103111,24.99948886,0.099997955,118.869089,0,initiated,"LSXLTS-2CIA5-GRKLJU,LB2LYJ-5FO64-UZLBXX",TKH2SE-M7IF5-CFI7LT,24.99948886,,
T744N4-ADV6Z-HMER7Q,OGLUJL-7HMTE-75CGST,XRP/USD,forex,05:43.0,buy,market,2.55577,25.00205434,0.10000822,9.78259168,0,initiated,"LOI3DA-2NAJT-A3QEEK,LLAIV5-L2ZEG-KI4R32",TKH2SE-M7IF5-CFI7LT,25.00205434,,
TYWJ55-3MYMW-KQBMNU,OBMQIW-O5TCI-MF3JIQ,AVAX/USD,forex,05:43.7,buy,market,23.056,25.00651,0.10002,1.0845987,0,initiated,"LYCGCM-2MK2O-GHF252,LCOPSP-JFYHP-YZYDII",TKH2SE-M7IF5-CFI7LT,25.00651,,
TRYJ7S-V63G6-XHO7HL,OC6RS2-53I2Y-LNSKMG,LINK/USD,forex,05:44.4,buy,market,19.40857,24.98876,0.099955,1.28751165,0,initiated,"LTTCCW-EJACU-ZSISC4,LIQHL3-CPCOL-U2QEJX",TKH2SE-M7IF5-CFI7LT,24.98876,,
TLOSW6-ZMFXI-X2ZXEB,OCUPP6-74YV3-4P56LB,BCH/USD,forex,05:45.1,buy,market,542.68,24.999998,0.1,0.04606766,0,initiated,"LELJ7S-EBF5T-MYLD6T,LCY36P-YGYP2-KGPF55",TKH2SE-M7IF5-CFI7LT,24.999998,,
TL6HW3-OUAKH-EZPD77,O36KIO-JNTFA-EXTMQT,LTC/USD,forex,05:45.9,buy,market,101.12,25.01979,0.10008,0.24742676,0,initiated,"LQVCKR-7D7PL-HO3K5L,LZLYP5-2F3C4-RWFMD6",TKH2SE-M7IF5-CFI7LT,25.01979,,
TIDQYY-TJQGX-5CZCA3,OTKHQM-W2V5O-GYU42S,BTC/USD,forex,05:53.7,buy,market,114721.8,25.00017,0.1,0.00021792,0,initiated,"LXVE3S-5PKFY-ZIVMN3,L4HLUO-6ADYZ-AZKBBN",TKH2SE-M7IF5-CFI7LT,25.00017,,
TUO5TG-T5OPI-6ZOEYG,O6POOE-C4P7B-KZBNM5,ETH/USD,forex,05:54.6,buy,market,4138.05,24.98836,0.09995,0.00603868,0,initiated,"LYDHL3-TSCI4-WDAGT2,LEUPED-UCVRC-UAZRT2",TKH2SE-M7IF5-CFI7LT,24.98836,,
TAP3XS-OPMDM-XHGM32,OMF3TR-ZTFB2-P2UCHS,SOL/USD,forex,05:55.5,buy,market,196.41,24.98855,0.09995,0.12722646,0,initiated,"LEZ6E6-IZ44Z-LQCNMD,LQZADI-HCM37-WKLKCV",TKH2SE-M7IF5-CFI7LT,24.98855,,
THX3IP-XQRFS-MY4XCV,O6MWOW-PNURS-QJ65IN,DOGE/USD,forex,05:56.2,buy,market,0.2100001,24.96303096,0.099852124,118.8715194,0,initiated,"LZ6HWH-MF5BD-CAWR7E,LRMC2S-TEC4R-3NNHR6",TKH2SE-M7IF5-CFI7LT,24.96303096,,
TWFRYE-GUSES-YVJN4E,OTQFX4-RSXRY-YN2CRF,XRP/USD,forex,05:56.9,buy,market,2.55437,25,0.1,9.78714908,0,initiated,"L7WEDX-NUF4C-VDROJV,LBGWZY-4FF42-YFQAHO",TKH2SE-M7IF5-CFI7LT,25,,
TJ7WN7-MGZUM-EZRLKT,OUDA7X-FEEXT-XMZ6UI,DOGE/USD,forex,06:04.3,sell,market,0.2100802,25.00953571,0.100038143,119.0475624,0,initiated,"LKUVTU-7UPCF-KK2U2S,LF7U2R-Z4M3T-EVMTRH",TKH2SE-M7IF5-CFI7LT,25.00953571,,
TJ3IJU-RPW4P-ZACUSS,OJPYQS-AL55E-BMT4UN,BTC/USD,forex,06:08.8,buy,market,114721,25,0.1,0.00021792,0,initiated,"LG7YH4-GQQYD-JNNBPG,L33PKN-GJXKV-W7JFIW",TKH2SE-M7IF5-CFI7LT,25,,
TQ4CHK-5MSYF-3GMJFL,ODKFEA-FA6TH-CDLXAD,BTC/USD,forex,07:18.4,sell,market,114596.9,25.00275,0.10001,0.00021818,0,initiated,"LDZ666-3O36B-YFEOXB,LUQVTA-OROU3-G6KWRA",TKH2SE-M7IF5-CFI7LT,25.00275,,
TKKLFY-D2QG2-DFJ5HJ,OSXNSO-A6AVC-PDMJJG,ETH/USD,forex,07:19.1,sell,market,4132.64,24.99995,0.1,0.00604939,0,initiated,"L2BJO5-GHVXJ-BWNDXT,LBCGTA-IAA67-QBXE5F",TKH2SE-M7IF5-CFI7LT,24.99995,,
TP2VCD-4OLEL-62SSHX,OJN7I6-KZLHL-7VI66U,SOL/USD,forex,07:19.8,sell,market,196.19,24.99873,0.09999,0.127421,0,initiated,"LFFBYG-VEG37-RP7IKD,LVBUM7-CTNIK-ZG6IQJ",TKH2SE-M7IF5-CFI7LT,24.99873,,
TPTJ7D-3OOZR-XRMW4M,OK7POC-JWUXA-JV5TFE,DOGE/USD,forex,07:20.5,sell,market,0.2100309,25,0.1,119.0301046,0,initiated,"LOMOKU-TUVQH-NLVRZY,L36BOV-7YY7Q-WSEMET",TKH2SE-M7IF5-CFI7LT,25,,
T5NYGC-FTWWT-LR26LQ,OQTLIM-TFIYS-EGPDQV,AVAX/USD,forex,07:21.3,sell,market,22.984,25.00435,0.10002,1.08790252,0,initiated,"LCG7FQ-DETXD-UEIQXC,LWGGX5-FTRA3-WMYOPC",TKH2SE-M7IF5-CFI7LT,25.00435,,
TTBY7C-SCENN-RFQAY3,OG6XJD-7VHWZ-PLYAKS,LINK/USD,forex,07:22.1,sell,market,19.35769,25.013581,0.100054,1.29217798,0,initiated,"LU6RSU-KHGO2-XUZQQM,L3WFFL-MXILE-HMYT5K",TKH2SE-M7IF5-CFI7LT,25.013581,,
T7G7NK-VQ7A4-FZRWCO,OKN62D-ZBRO7-QHRSXA,LTC/USD,forex,07:22.8,sell,market,100.99,25.01982,0.10008,0.24774552,0,initiated,"LWNLPX-G4IGU-VQV7TN,LB4BPZ-3RH2M-HF7ZJN",TKH2SE-M7IF5-CFI7LT,25.01982,,
TAJVQR-GBGPX-NLWQXU,OHJSOQ-J46NW-6RFJGD,BTC/USD,forex,07:27.8,buy,market,114599.9083,24.99997,0.1,0.00021815,0,initiated,"LD7FM3-RHW5X-MKPA3Q,LS3SZ7-BHTBB-42DO4F",TKH2SE-M7IF5-CFI7LT,24.99997,,
TXFMAP-EVAZ5-H7VY75,OHD7KC-7NPWA-GSCVMW,ETH/USD,forex,07:28.5,buy,market,4135.46545,25.00534,0.10003,0.00604656,0,initiated,"L56E7T-RZ4CN-7R4Q5Q,L3XAFQ-MQSP6-Z7MYVX",TKH2SE-M7IF5-CFI7LT,25.00534,,
TREYRZ-NZF4J-A6Y6X7,OLBWJ7-7AQQV-LGY34L,SOL/USD,forex,07:29.2,buy,market,196.25,25.00637,0.10003,0.127421,0,initiated,"LXXJFO-CS2RF-OJBU5X,LKHHHR-E4MDL-ZSBG4M",TKH2SE-M7IF5-CFI7LT,25.00637,,
TIZC3E-4SANG-ZOHUL2,OBXGXI-UR5L5-E2ANIQ,DOGE/USD,forex,07:29.9,buy,market,0.210031,25.0000119,0.100000048,119.0301046,0,initiated,"LD7ZRM-OPLSY-XPU7BP,LDPV4G-FZ3PU-4KZHD6",TKH2SE-M7IF5-CFI7LT,25.0000119,,
TRM3PA-NRPRO-4DMGCL,OZFAJG-CCKRQ-TKV3RF,XRP/USD,forex,07:30.6,buy,market,2.55414,25.01694477,0.10006778,9.79466465,0,initiated,"LVJJ3Y-PYADG-AKKZ7W,LGDG24-WIQYS-3F6RWM",TKH2SE-M7IF5-CFI7LT,25.01694477,,
TFBKRO-C52CG-NPXM2T,OJHKS6-ULZW2-VY2Z4Z,AVAX/USD,forex,07:31.4,buy,market,23,25.02176,0.10009,1.08790252,0,initiated,"LV2KJ6-XGDSE-P5LRMK,LEKFJA-QOBTZ-VM5UEV",TKH2SE-M7IF5-CFI7LT,25.02176,,
T5CSWT-AD7Q2-MRM7IU,OJBYJI-LCM7G-MS4VE3,LINK/USD,forex,07:32.2,buy,market,19.380803,25.029837,0.100119,1.29147574,0,initiated,"LM2RBR-ZPUK3-EWWUYE,LKBATT-6NGTO-TM654Z",TKH2SE-M7IF5-CFI7LT,25.029837,,
TOTDC5-5JVBA-D6OLD3,OFMHRV-4ZNDJ-GIID72,ETH/USD,forex,08:36.8,sell,market,4137.47,25,0.1,0.00604234,0,initiated,"LY2K55-RUGP3-S2J72R,LV3FS5-PQ23C-ZVNQZF",TKH2SE-M7IF5-CFI7LT,25,,
TVAAJT-64CG5-RUVELX,OK5OA5-LVG7Y-AW2WOK,AVAX/USD,forex,08:37.5,sell,market,23,24.98914,0.09996,1.08648414,0,initiated,"L3R7QA-OJVPM-FMZCHK,LEIOSZ-MR4VP-MV254T",TKH2SE-M7IF5-CFI7LT,24.98914,,
TX4SIV-WPSC7-53TDK4,O4R4Z5-ZH34K-DAY2R6,LINK/USD,forex,08:38.2,sell,market,19.37,24.997651,0.099991,1.29053439,0,initiated,"LKGBYK-L53OI-OEMJOE,LJ6UKY-U2PYR-4DFEZE",TKH2SE-M7IF5-CFI7LT,24.997651,,
T3QU67-5LCCB-43ATED,OAWVA7-6GY6G-B3PJYU,BTC/USD,forex,08:43.0,buy,market,114720.7,24.99993,0.1,0.00021792,0,initiated,"LY352S-Y7NEC-TZP7QZ,LQNURV-6DNS4-AOEGZQ",TKH2SE-M7IF5-CFI7LT,24.99993,,
T3ZCR6-JCUYX-N3NOWZ,OJ374D-CXBMT-3EFG6K,ETH/USD,forex,08:43.5,buy,market,4137.5,25.00018,0.1,0.00604234,0,initiated,"LCJAHR-B77XK-RN5NSJ,LQBSVO-OTZLY-Q3JWF6",TKH2SE-M7IF5-CFI7LT,25.00018,,
TW75RV-NEAZB-BEZM6U,OCGKD7-3FSKZ-JGYGSE,SOL/USD,forex,08:44.2,buy,market,196.52,25.00127,0.10001,0.12721999,0,initiated,"LXQ7QG-QVE2Z-CFWY2T,LLHR6M-MFRRV-75D3VI",TKH2SE-M7IF5-CFI7LT,25.00127,,
TP2QI2-IFSBU-IYHABQ,OPZ35K-IJK7A-XQOMVM,ETH/USD,forex,09:51.6,sell,market,4135.67,24.99669,0.09999,0.00604417,0,initiated,"LGIZR7-LUKK6-EL42GG,LHDHJX-EA5R4-JLORAF",TKH2SE-M7IF5-CFI7LT,24.99669,,
TSWRNS-4AASC-L23DHU,O4SXQH-M25FN-DSWFYA,AVAX/USD,forex,09:52.4,sell,market,22.96,24.96738,0.09987,1.08742932,0,initiated,"LPVEBZ-DNCRF-WEPYYZ,LOGXMK-Z6GUW-LDOL6P",TKH2SE-M7IF5-CFI7LT,24.96738,,
TATHNW-SJSBS-43GTDX,OFZ4FM-ERJLK-IIVIOI,LINK/USD,forex,09:53.2,sell,market,19.33106,24.973774,0.099895,1.29189886,0,initiated,"LQ5JMF-ADPOS-UVEOGH,LBILVF-TKCPM-VYUAMC",TKH2SE-M7IF5-CFI7LT,24.973774,,
TZ6DPF-RMJG3-LSTQ7X,OOQBSX-G5MQB-NZKMXS,BTC/USD,forex,09:57.5,buy,market,114673.4,24.99995,0.1,0.00021801,0,initiated,"L4FDJ5-ROZDT-GML54J,LPQV47-53L26-JMF2HL",TKH2SE-M7IF5-CFI7LT,24.99995,,
TYIXFO-Y6XVZ-LNN67H,OYCYYU-TRJQA-IU4TAO,ETH/USD,forex,09:58.4,buy,market,4134.16998,25.00007,0.1,0.00604718,0,initiated,"LRXIID-ID7E4-RFP2SU,LCGUQU-Y7BGY-QVXSIW",TKH2SE-M7IF5-CFI7LT,25.00007,,
TKL4P3-K4MDB-IOA26T,OTO7CV-OX2VV-L32HHS,SOL/USD,forex,09:59.1,buy,market,196.14,25,0.1,0.12745998,0,initiated,"LH52YE-FAKLZ-RGWD5V,L34BFM-W3JHA-RDAEBW",TKH2SE-M7IF5-CFI7LT,25,,
T7WUXC-73LWC-ZGC6FX,OBSEOA-RZD7G-C7VE5W,ETH/USD,forex,11:05.4,sell,market,4133.81,24.99996,0.1,0.00604768,0,initiated,"LMYJIL-ZW3LF-SVAUFP,L3SY7G-XAXBQ-I2NBXD",TKH2SE-M7IF5-CFI7LT,24.99996,,
TATFZD-LUS6B-SF3MCI,O46CBB-2GBWH-RAWVAX,SOL/USD,forex,11:06.2,sell,market,196.02,25,0.1,0.12753801,0,initiated,"L73TYB-K3FB7-BXWKQB,LZLZPN-IRRBE-56TVOB",TKH2SE-M7IF5-CFI7LT,25,,
TJCHPR-TG5LQ-R5UFVO,OZOO6V-WWCIS-B2VPQU,DOGE/USD,forex,11:06.9,sell,market,0.210016951,24.9972447,0.099988978,119.024891,0,initiated,"L6HNQA-AI2RY-4BE3OV,LWXN7U-355FN-Z2XVKV",TKH2SE-M7IF5-CFI7LT,24.9972447,,
TD4WVW-GJ3UW-EX73SX,OAXNGQ-FFXNS-Z2OINP,XRP/USD,forex,11:07.6,sell,market,2.55224,24.99990206,0.09999961,9.79527868,0,initiated,"LBVRFI-OC57E-TP6V2E,LALPP7-JUJJO-7TYNWV",TKH2SE-M7IF5-CFI7LT,24.99990206,,
TWWPCM-U2OGM-WV27P6,OESK3A-OJOCR-4IG32C,AVAX/USD,forex,11:08.3,sell,market,22.93,25,0.1,1.09027475,0,initiated,"LZNFCW-QPROB-44LOXF,L3NAPT-JZ2Y4-LIFQNA",TKH2SE-M7IF5-CFI7LT,25,,
TFSKLQ-FRJJO-5ZBJGT,OPPARC-O7NY4-N7EZAF,LINK/USD,forex,11:09.0,sell,market,19.29991,25.000091,0.1,1.29534753,0,initiated,"LPJYOP-TZUJF-FU3QHQ,LO3SXZ-T5ER7-VYEMDX",TKH2SE-M7IF5-CFI7LT,25.000091,,
T2Y4I3-NE7XA-T57P4P,O6Y7V2-XQSNL-OEQZ4G,BCH/USD,forex,11:09.8,sell,market,542.36,25.003685,0.100015,0.04610164,0,initiated,"L4BB6H-RKBFL-I2SKM6,LOS6NX-CSJOL-5VM6SJ",TKH2SE-M7IF5-CFI7LT,25.003685,,
TLAYPJ-BN653-MAFOJO,OJE6G3-VD6AB-NSAW2E,BTC/USD,forex,11:14.3,buy,market,114606.6,24.98997,0.09996,0.00021805,0,initiated,"LGTJMU-PXADA-K43SGS,LZM7HX-WOLGH-7NVWKB",TKH2SE-M7IF5-CFI7LT,24.98997,,
TNOTBZ-X5YCA-NZBHOR,OQDMJL-DJ5ON-F3KPGN,ETH/USD,forex,11:15.1,buy,market,4133.82,25.00006,0.1,0.00604769,0,initiated,"LGO7ID-EG3MZ-QI55QG,LXDWXW-6IUIP-3FPSDL",TKH2SE-M7IF5-CFI7LT,25.00006,,
TRW7D3-ZM6WQ-XLIXOD,OS6YLZ-UZ7C4-I2ESH3,SOL/USD,forex,11:15.9,buy,market,195.89,24.98597,0.09994,0.12755102,0,initiated,"LFRSET-XUSD4-2ZZVK3,LFIQIE-S33RD-GKXHFT",TKH2SE-M7IF5-CFI7LT,24.98597,,
TIFJBY-AGSRU-3BTKZX,OGZWOT-NWN3K-GO5UGW,DOGE/USD,forex,11:16.6,buy,market,0.2099114,25,0.1,119.097867,0,initiated,"LM3S6P-RFIUA-ZBDHWD,LIHUI6-LEUZS-T3FWQG",TKH2SE-M7IF5-CFI7LT,25,,
TBQCXE-R2OAJ-HCOJ3H,OZMPWC-S4DZX-2SP6NG,XRP/USD,forex,11:17.4,buy,market,2.55225,25.00000001,0.1,9.79527868,0,initiated,"LMIYAL-QCPC7-QZBTBX,LGHK5L-YYACJ-RK4WRW",TKH2SE-M7IF5-CFI7LT,25.00000001,,
THEZJC-R7B2X-LGOE7W,OOOZ5E-J74OQ-7MTQVL,AVAX/USD,forex,11:18.3,buy,market,22.94,25.0109,0.10004,1.09027475,0,initiated,"LTV273-S5EBZ-5JAWWU,LC5J3W-73SDY-SFLSTO",TKH2SE-M7IF5-CFI7LT,25.0109,,
